frequency,usertype,spend,eatin,clean,variety,quality,location,speed,healthy,price,friendly,hours,type,live,mealplan,gender,class,college,bclean,bvariety,bquality,blocation,bspeed,bhealthy,bprice,bfriendly,bhours,id
0 times,Non-user,$5 to $9,4,4,2,4,3,3,3,3,2,3,Mexican,On-Campus,Yes,Female,Junior,ARTSC,1,0,1,0,0,0,0,0,0,326
1 to 2 times,Light user,$5 to $9,1,4,2,5,4,3,4,3,4,3,Mexican,Off-Campus,No,Female,Junior,BUSN,1,0,1,1,0,1,0,1,0,327
1 to 2 times,Light user,$5 to $9,7,5,4,5,4,3,2,3,4,4,Mexican,On-Campus,Yes,Female,Sophomore,BUSN,1,1,1,1,0,0,0,1,1,328
1 to 2 times,Light user,$5 to $9,4,4,4,5,3,3,4,4,3,3,Mexican,Off-Campus,No,Female,Junior,ARTSC,1,1,1,0,0,1,1,0,0,329
1 to 2 times,Light user,$5 to $9,5,4,3,3,3,3,3,4,3,4,Burgers,On-Campus,Yes,Female,Freshman,EDUC,1,0,0,0,0,0,1,0,1,330
0 times,Non-user,$5 to $9,2,4,4,5,3,3,5,4,3,3,Other,Off-Campus,No,Female,Senior,ARTSC,1,1,1,0,0,1,1,0,0,331
3 to 5 times,Heavy User,$5 to $9,4,4,3,5,5,5,2,5,4,5,Mexican,Off-Campus,No,Male,Sophomore,BUSN,1,0,1,1,1,0,1,1,1,332
1 to 2 times,Light user,$5 to $9,4,5,3,4,4,4,4,5,4,4,Mexican,On-Campus,Yes,Female,Sophomore,OTH,1,0,1,1,1,1,1,1,1,333
6 to 9 times,Heavy User,$5 to $9,7,5,5,3,4,5,3,4,4,4,Other,Commuter,No,Female,Senior,OTH,1,1,0,1,1,0,1,1,1,334
3 to 5 times,Heavy User,$10 or more,5,4,3,5,4,4,4,4,2,3,Burgers,Off-Campus,No,Female,Senior,BUSN,1,0,1,1,1,1,1,0,0,335
0 times,Non-user,Less than $5,2,5,4,4,5,3,2,5,5,3,Mexican,On-Campus,Yes,Female,Sophomore,ARTSC,1,1,1,1,0,0,1,1,0,336
3 to 5 times,Heavy User,$10 or more,1,4,4,4,4,3,4,4,4,4,Mexican,Off-Campus,No,Female,Junior,EDUC,1,1,1,1,0,1,1,1,1,337
1 to 2 times,Light user,$10 or more,1,4,3,4,3,2,2,3,3,3,Burgers,On-Campus,Yes,Male,Freshman,ARTSC,1,0,1,0,0,0,0,0,0,338
0 times,Non-user,$5 to $9,5,5,3,5,2,3,1,3,4,4,Burgers,On-Campus,Yes,Female,Junior,ARTSC,1,0,1,0,0,0,0,1,1,339
0 times,Non-user,Less than $5,4,4,3,5,3,3,3,2,4,4,Mexican,On-Campus,Yes,Female,Sophomore,ARTSC,1,0,1,0,0,0,0,1,1,340
3 to 5 times,Heavy User,$10 or more,7,2,1,4,3,4,1,5,2,5,Mexican,On-Campus,Yes,Male,Sophomore,ARTSC,0,0,1,0,1,0,1,0,1,341
3 to 5 times,Heavy User,$5 to $9,6,5,4,5,4,3,4,4,4,3,Mexican,Commuter,No,Female,Junior,BUSN,1,1,1,1,0,1,1,1,0,342
3 to 5 times,Heavy User,$5 to $9,7,3,2,3,4,5,1,5,3,3,Mexican,Off-Campus,No,Male,Senior,BUSN,0,0,0,1,1,0,1,0,0,343
1 to 2 times,Light user,$5 to $9,2,5,4,5,4,5,4,5,3,4,Mexican,Off-Campus,No,Female,Junior,EDUC,1,1,1,1,1,1,1,0,1,344
1 to 2 times,Light user,$5 to $9,6,3,3,4,5,4,4,4,3,4,Mexican,Off-Campus,No,Female,Senior,BUSN,0,0,1,1,1,1,1,0,1,345
1 to 2 times,Light user,$10 or more,6,5,4,5,4,4,3,4,5,3,Burgers,Off-Campus,No,Female,Senior,ARTSC,1,1,1,1,1,0,1,1,0,346
1 to 2 times,Light user,$5 to $9,7,5,5,5,3,5,1,5,5,5,Other,Commuter,Yes,Female,Sophomore,EDUC,1,1,1,0,1,0,1,1,1,347
1 to 2 times,Light user,$10 or more,2,4,1,5,2,1,2,4,4,4,Mexican,Off-Campus,No,Male,Senior,EDUC,1,0,1,0,0,0,1,1,1,348
3 to 5 times,Heavy User,$5 to $9,4,5,4,3,5,4,3,5,5,4,Mexican,Off-Campus,Yes,Female,Senior,EDUC,1,1,0,1,1,0,1,1,1,349
1 to 2 times,Light user,$10 or more,6,5,4,5,4,5,4,4,4,4,Mexican,Off-Campus,No,Female,Senior,ARTSC,1,1,1,1,1,1,1,1,1,350
1 to 2 times,Light user,$5 to $9,6,3,4,4,3,4,2,5,2,4,Mexican,Off-Campus,No,Male,Senior,OTH,0,1,1,0,1,0,1,0,1,351
3 to 5 times,Heavy User,$10 or more,3,3,2,2,1,1,2,2,2,5,Burgers,On-Campus,Yes,Female,Junior,EDUC,0,0,0,0,0,0,0,0,1,352
3 to 5 times,Heavy User,$5 to $9,7,5,2,3,1,3,1,2,3,1,Mexican,Off-Campus,No,Male,Junior,OTH,1,0,0,0,0,0,0,0,0,353
1 to 2 times,Light user,$5 to $9,6,4,5,4,5,4,3,5,3,5,Mexican,On-Campus,Yes,Female,Sophomore,OTH,1,1,1,1,1,0,1,0,1,354
1 to 2 times,Light user,$5 to $9,1,5,5,5,3,3,4,4,4,2,Mexican,Commuter,No,Female,Sophomore,BUSN,1,1,1,0,0,1,1,1,0,355
1 to 2 times,Light user,$5 to $9,1,4,4,5,4,4,5,4,3,5,Burgers,On-Campus,Yes,Male,Junior,ARTSC,1,1,1,1,1,1,1,0,1,356
1 to 2 times,Light user,Less than $5,5,4,2,2,4,3,3,4,3,3,Mexican,On-Campus,Yes,Female,Sophomore,BUSN,1,0,0,1,0,0,1,0,0,357
3 to 5 times,Heavy User,$10 or more,1,4,2,5,3,4,4,5,5,4,Other,Off-Campus,No,Male,Senior,ARTSC,1,0,1,0,1,1,1,1,1,358
3 to 5 times,Heavy User,$10 or more,2,5,3,5,5,5,5,5,4,4,Mexican,Off-Campus,No,Female,Senior,ARTSC,1,0,1,1,1,1,1,1,1,359
1 to 2 times,Light user,$5 to $9,4,5,3,4,4,5,4,4,3,4,Burgers,On-Campus,Yes,Female,Sophomore,OTH,1,0,1,1,1,1,1,0,1,360
6 to 9 times,Heavy User,$10 or more,2,4,4,4,4,4,4,4,4,4,Burgers,Off-Campus,No,Female,Senior,EDUC,1,1,1,1,1,1,1,1,1,361
1 to 2 times,Light user,$5 to $9,7,5,4,4,3,3,2,3,4,3,Mexican,Off-Campus,No,Female,Senior,OTH,1,1,1,0,0,0,0,1,0,362
1 to 2 times,Light user,$10 or more,5,3,1,4,3,4,1,4,3,,Burgers,Off-Campus,No,Male,Senior,OTH,0,0,1,0,1,0,1,0,,363
3 to 5 times,Heavy User,$5 to $9,4,5,4,4,3,3,3,4,4,3,Mexican,On-Campus,Yes,Male,Sophomore,OTH,1,1,1,0,0,0,1,1,0,364
1 to 2 times,Light user,$5 to $9,6,4,3,3,3,3,3,3,4,3,Mexican,On-Campus,Yes,Male,Sophomore,EDUC,1,0,0,0,0,0,0,1,0,365
3 to 5 times,Heavy User,$10 or more,7,3,5,5,4,4,2,4,3,5,Mexican,Off-Campus,No,Female,Senior,OTH,0,1,1,1,1,0,1,0,1,366
1 to 2 times,Light user,$10 or more,6,4,,4,4,3,2,4,3,5,Burgers,Commuter,No,Male,Senior,OTH,1,,1,1,0,0,1,0,1,367
1 to 2 times,Light user,$5 to $9,2,3,4,4,5,3,3,4,4,4,Mexican,On-Campus,Yes,Female,Sophomore,BUSN,0,1,1,1,0,0,1,1,1,368
3 to 5 times,Heavy User,$10 or more,4,4,3,4,3,3,3,3,4,3,Burgers,On-Campus,Yes,Female,Junior,BUSN,1,0,1,0,0,0,0,1,0,369
1 to 2 times,Light user,$10 or more,4,5,3,3,3,3,3,3,2,2,Mexican,Off-Campus,No,Male,Sophomore,EDUC,1,0,0,0,0,0,0,0,0,370
6 to 9 times,Heavy User,$10 or more,4,5,5,5,5,4,1,5,4,5,Burgers,On-Campus,Yes,Female,Junior,BUSN,1,1,1,1,1,0,1,1,1,371
3 to 5 times,Heavy User,$10 or more,2,5,3,4,4,4,3,4,5,5,Mexican,Off-Campus,No,Female,Sophomore,BUSN,1,0,1,1,1,0,1,1,1,372
0 times,Non-user,$10 or more,2,5,2,4,4,4,2,3,2,1,Mexican,Off-Campus,No,Male,Freshman,BUSN,1,0,1,1,1,0,0,0,0,373
1 to 2 times,Light user,$5 to $9,3,3,3,3,5,3,1,4,4,5,Mexican,On-Campus,Yes,Female,Sophomore,EDUC,0,0,0,1,0,0,1,1,1,374
1 to 2 times,Light user,$5 to $9,4,5,3,5,4,3,2,3,4,1,Burgers,On-Campus,Yes,Female,Senior,EDUC,1,0,1,1,0,0,0,1,0,375
0 times,Non-user,Less than $5,4,4,4,4,4,3,4,4,3,4,Other,Off-Campus,No,Female,Senior,EDUC,1,1,1,1,0,1,1,0,1,376
3 to 5 times,Heavy User,$5 to $9,7,3,2,5,2,5,1,5,3,5,Burgers,Commuter,No,Male,Junior,BUSN,0,0,1,0,1,0,1,0,1,377
0 times,Non-user,Less than $5,6,5,3,4,4,3,4,4,3,4,Burgers,On-Campus,Yes,Female,Senior,BUSN,1,0,1,1,0,1,1,0,1,378
0 times,Non-user,$10 or more,1,2,3,5,4,4,4,4,2,5,Mexican,On-Campus,Yes,Female,Junior,EDUC,0,0,1,1,1,1,1,0,1,379
3 to 5 times,Heavy User,$5 to $9,3,5,3,4,3,4,4,3,4,3,Burgers,On-Campus,Yes,Female,Sophomore,EDUC,1,0,1,0,1,1,0,1,0,380
1 to 2 times,Light user,Less than $5,1,4,4,3,3,2,1,4,2,1,Mexican,On-Campus,Yes,Female,Sophomore,EDUC,1,1,0,0,0,0,1,0,0,381
1 to 2 times,Light user,$5 to $9,6,5,4,4,4,5,3,4,5,5,Burgers,Off-Campus,No,Male,Junior,BUSN,1,1,1,1,1,0,1,1,1,382
3 to 5 times,Heavy User,$5 to $9,1,5,3,4,3,3,2,5,3,2,Mexican,Off-Campus,No,Female,Senior,ARTSC,1,0,1,0,0,0,1,0,0,383
1 to 2 times,Light user,$10 or more,7,5,4,5,5,5,1,4,1,3,Burgers,Commuter,No,Female,Senior,EDUC,1,1,1,1,1,0,1,0,0,384
0 times,Non-user,$5 to $9,4,5,3,4,4,3,5,4,1,1,Mexican,On-Campus,Yes,Male,Sophomore,ARTSC,1,0,1,1,0,1,1,0,0,385
0 times,Non-user,Less than $5,4,5,5,5,5,3,5,5,5,5,Other,Off-Campus,No,Female,Senior,ARTSC,1,1,1,1,0,1,1,1,1,386
1 to 2 times,Light user,$10 or more,2,3,3,4,3,4,2,4,3,3,Mexican,Off-Campus,No,Female,Junior,ARTSC,0,0,1,0,1,0,1,0,0,387
0 times,Non-user,$5 to $9,2,5,3,5,4,4,2,5,4,4,Mexican,On-Campus,Yes,Female,Junior,ARTSC,1,0,1,1,1,0,1,1,1,388
1 to 2 times,Light user,$10 or more,2,5,4,5,5,4,4,3,4,4,Mexican,On-Campus,Yes,Female,Sophomore,OTH,1,1,1,1,1,1,0,1,1,389
1 to 2 times,Light user,$5 to $9,4,5,4,5,2,3,5,2,3,3,Mexican,On-Campus,Yes,Female,Senior,ARTSC,1,1,1,0,0,1,0,0,0,390
0 times,Non-user,$5 to $9,6,5,3,4,4,4,3,4,3,2,Mexican,Commuter,Yes,Female,Senior,OTH,1,0,1,1,1,0,1,0,0,391
1 to 2 times,Light user,$10 or more,5,5,4,4,5,3,3,5,4,3,Mexican,On-Campus,Yes,Male,Freshman,OTH,1,1,1,1,0,0,1,1,0,392
1 to 2 times,Light user,$5 to $9,2,5,2,5,4,4,3,3,4,3,Burgers,Off-Campus,No,Female,Senior,BUSN,1,0,1,1,1,0,0,1,0,393
1 to 2 times,Light user,$5 to $9,4,5,3,5,5,4,3,3,3,5,Burgers,On-Campus,No,Male,Senior,ARTSC,1,0,1,1,1,0,0,0,1,394
1 to 2 times,Light user,Less than $5,4,5,3,4,4,3,3,5,3,5,Burgers,On-Campus,Yes,Female,Junior,ARTSC,1,0,1,1,0,0,1,0,1,395
0 times,Non-user,$10 or more,3,5,5,5,5,5,3,5,5,5,Burgers,On-Campus,Yes,Male,Junior,EDUC,1,1,1,1,1,0,1,1,1,396
1 to 2 times,Light user,$10 or more,6,4,3,5,4,3,4,5,4,3,Burgers,On-Campus,Yes,Female,Sophomore,BUSN,1,0,1,1,0,1,1,1,0,397
3 to 5 times,Heavy User,$5 to $9,6,2,2,3,4,4,2,5,3,3,Mexican,On-Campus,Yes,Male,Junior,EDUC,0,0,0,1,1,0,1,0,0,398
3 to 5 times,Heavy User,$5 to $9,4,3,2,2,5,3,1,4,3,2,Mexican,On-Campus,Yes,Female,Sophomore,ARTSC,0,0,0,1,0,0,1,0,0,399
3 to 5 times,Heavy User,$5 to $9,6,5,5,5,4,3,4,5,5,4,Mexican,Off-Campus,No,Female,Senior,OTH,1,1,1,1,0,1,1,1,1,400
0 times,Non-user,$5 to $9,1,5,4,5,3,4,4,4,5,4,Mexican,Commuter,No,Female,Senior,BUSN,1,1,1,0,1,1,1,1,1,401
1 to 2 times,Light user,$5 to $9,5,4,4,5,5,5,4,4,4,4,Mexican,Commuter,No,Male,Senior,OTH,1,1,1,1,1,1,1,1,1,402
3 to 5 times,Heavy User,$10 or more,7,5,3,5,5,5,5,4,3,4,Mexican,On-Campus,Yes,Male,Junior,EDUC,1,0,1,1,1,1,1,0,1,403
3 to 5 times,Heavy User,$5 to $9,4,5,3,5,3,3,5,5,3,4,Mexican,Off-Campus,No,Female,Senior,OTH,1,0,1,0,0,1,1,0,1,404
3 to 5 times,Heavy User,$5 to $9,6,5,3,4,4,4,2,3,3,1,Burgers,Off-Campus,No,Male,Senior,OTH,1,0,1,1,1,0,0,0,0,405
1 to 2 times,Light user,$5 to $9,7,4,4,4,4,4,3,3,3,3,Mexican,On-Campus,Yes,Female,Sophomore,BUSN,1,1,1,1,1,0,0,0,0,406
3 to 5 times,Heavy User,$5 to $9,6,3,4,4,5,2,2,2,3,5,Other,On-Campus,Yes,Female,Sophomore,OTH,0,1,1,1,0,0,0,0,1,407
1 to 2 times,Light user,$5 to $9,6,3,4,4,4,4,3,3,1,4,Mexican,Off-Campus,No,Female,Senior,ARTSC,0,1,1,1,1,0,0,0,1,408
1 to 2 times,Light user,$5 to $9,4,5,4,5,5,3,3,4,3,5,Mexican,On-Campus,Yes,Female,Junior,ARTSC,1,1,1,1,0,0,1,0,1,409
1 to 2 times,Light user,$5 to $9,4,4,3,4,4,4,2,4,4,3,Mexican,On-Campus,Yes,Male,Sophomore,OTH,1,0,1,1,1,0,1,1,0,410
3 to 5 times,Heavy User,$5 to $9,4,4,3,4,3,5,3,4,5,3,Burgers,Commuter,No,Male,Sophomore,ARTSC,1,0,1,0,1,0,1,1,0,411
1 to 2 times,Light user,$10 or more,4,5,2,4,5,2,1,5,3,3,Burgers,Commuter,No,Female,Sophomore,EDUC,1,0,1,1,0,0,1,0,0,412
1 to 2 times,Light user,$5 to $9,7,4,1,4,4,3,2,5,2,2,Burgers,Off-Campus,No,Female,Senior,OTH,1,0,1,1,0,0,1,0,0,413
3 to 5 times,Heavy User,$5 to $9,4,4,4,5,3,5,3,4,3,4,Mexican,Off-Campus,No,Female,Senior,ARTSC,1,1,1,0,1,0,1,0,1,414
6 to 9 times,Heavy User,$5 to $9,3,2,5,5,5,2,2,5,3,5,Mexican,Off-Campus,No,Female,Junior,ARTSC,0,1,1,1,0,0,1,0,1,415
1 to 2 times,Light user,$5 to $9,1,4,4,4,5,4,4,5,2,5,Burgers,Off-Campus,No,Female,Senior,BUSN,1,1,1,1,1,1,1,0,1,416
1 to 2 times,Light user,$5 to $9,7,4,4,3,3,2,3,5,2,4,Burgers,Off-Campus,No,Female,Junior,BUSN,1,1,0,0,0,0,1,0,1,417
3 to 5 times,Heavy User,$5 to $9,6,4,2,4,4,4,2,3,3,3,Mexican,Off-Campus,No,Male,Senior,BUSN,1,0,1,1,1,0,0,0,0,418
1 to 2 times,Light user,Less than $5,7,4,2,3,3,4,1,5,2,2,Burgers,Off-Campus,No,Male,Junior,EDUC,1,0,0,0,1,0,1,0,0,419
1 to 2 times,Light user,$5 to $9,3,4,3,4,4,4,2,4,4,4,Mexican,On-Campus,Yes,Male,Sophomore,OTH,1,0,1,1,1,0,1,1,1,420
1 to 2 times,Light user,$5 to $9,1,3,2,4,4,3,2,5,2,3,Mexican,Off-Campus,No,Female,Junior,EDUC,0,0,1,1,0,0,1,0,0,421
1 to 2 times,Light user,$5 to $9,2,4,3,4,5,3,2,3,4,4,Mexican,Off-Campus,No,Male,Senior,EDUC,1,0,1,1,0,0,0,1,1,422
3 to 5 times,Heavy User,$10 or more,7,2,3,2,4,5,2,2,3,3,Burgers,Off-Campus,No,Female,Junior,EDUC,0,0,0,1,1,0,0,0,0,423
1 to 2 times,Light user,$5 to $9,6,5,4,4,4,4,4,5,4,4,Mexican,Off-Campus,No,Female,Senior,EDUC,1,1,1,1,1,1,1,1,1,424
1 to 2 times,Light user,Less than $5,2,3,4,4,4,3,2,4,4,4,Mexican,On-Campus,Yes,Female,Sophomore,BUSN,0,1,1,1,0,0,1,1,1,425
3 to 5 times,Heavy User,$5 to $9,7,4,3,4,3,4,2,4,3,5,Mexican,On-Campus,Yes,Female,Freshman,OTH,1,0,1,0,1,0,1,0,1,426
1 to 2 times,Light user,$5 to $9,1,2,2,3,2,2,2,2,2,2,Mexican,On-Campus,Yes,Male,Freshman,BUSN,0,0,0,0,0,0,0,0,0,427
0 times,Non-user,$5 to $9,5,5,2,3,5,4,2,3,4,3,Sandwiches,Commuter,No,Female,Freshman,BUSN,1,0,0,1,1,0,0,1,0,428
1 to 2 times,Light user,$5 to $9,1,3,2,5,4,4,2,5,5,3,Chicken,Off-Campus,No,Female,Senior,ARTSC,0,0,1,1,1,0,1,1,0,429
1 to 2 times,Light user,$5 to $9,7,5,4,4,3,4,2,5,3,3,Burgers,Off-Campus,No,Female,Senior,EDUC,1,1,1,0,1,0,1,0,0,430
3 to 5 times,Heavy User,$5 to $9,4,5,2,5,3,3,3,3,2,5,Burgers,On-Campus,Yes,Male,Freshman,EDUC,1,0,1,0,0,0,0,0,1,431
1 to 2 times,Light user,$5 to $9,5,4,3,3,4,4,3,5,4,4,Chicken,On-Campus,Yes,Female,Freshman,ARTSC,1,0,0,1,1,0,1,1,1,432
3 to 5 times,Heavy User,$5 to $9,6,4,4,4,3,4,2,4,2,3,Chicken,Off-Campus,Yes,Female,Junior,EDUC,1,1,1,0,1,0,1,0,0,433
1 to 2 times,Light user,$5 to $9,6,5,5,5,3,5,4,3,4,5,Mexican,On-Campus,Yes,Female,Sophomore,OTH,1,1,1,0,1,1,0,1,1,434
1 to 2 times,Light user,$10 or more,3,3,3,3,5,4,2,4,2,3,Other,Off-Campus,No,Male,Sophomore,OTH,0,0,0,1,1,0,1,0,0,435
0 times,Non-user,$10 or more,5,5,4,5,3,3,2,5,3,3,Chicken,On-Campus,Yes,Female,Junior,ARTSC,1,1,1,0,0,0,1,0,0,436
3 to 5 times,Heavy User,$5 to $9,7,4,4,4,3,4,1,4,3,3,Mexican,Off-Campus,No,Male,Sophomore,BUSN,1,1,1,0,1,0,1,0,0,437
0 times,Non-user,$5 to $9,6,4,5,3,4,4,5,3,4,5,Mexican,On-Campus,Yes,Female,Sophomore,EDUC,1,1,0,1,1,1,0,1,1,438
,,$10 or more,3,5,4,5,5,5,5,5,5,5,Mexican,On-Campus,Yes,Male,Senior,BUSN,1,1,1,1,1,1,1,1,1,439
1 to 2 times,Light user,$5 to $9,7,4,3,3,4,4,3,4,3,4,Mexican,Off-Campus,No,Female,Senior,BUSN,1,0,0,1,1,0,1,0,1,440
1 to 2 times,Light user,$5 to $9,1,2,4,3,2,2,4,5,3,3,Sandwiches,On-Campus,Yes,Male,Freshman,ARTSC,0,1,0,0,0,1,1,0,0,441
1 to 2 times,Light user,$10 or more,2,3,3,3,4,3,2,3,3,4,Mexican,On-Campus,Yes,Male,Freshman,ARTSC,0,0,0,1,0,0,0,0,1,442
3 to 5 times,Heavy User,$10 or more,2,4,3,5,2,3,3,3,2,2,Other,Commuter,No,Female,Senior,ARTSC,1,0,1,0,0,0,0,0,0,443
0 times,Non-user,Less than $5,1,5,3,5,3,4,3,4,3,3,Chicken,Off-Campus,No,Female,Junior,OTH,1,0,1,0,1,0,1,0,0,444
3 to 5 times,Heavy User,$5 to $9,6,5,5,5,4,5,5,4,5,4,Other,Off-Campus,No,Female,Sophomore,ARTSC,1,1,1,1,1,1,1,1,1,445
1 to 2 times,Light user,$10 or more,2,5,4,3,5,4,2,4,4,3,Mexican,On-Campus,Yes,Female,Freshman,EDUC,1,1,0,1,1,0,1,1,0,446
1 to 2 times,Light user,$5 to $9,5,4,3,4,3,3,2,4,4,4,Chicken,Off-Campus,Yes,Male,Sophomore,ARTSC,1,0,1,0,0,0,1,1,1,447
1 to 2 times,Light user,$5 to $9,5,4,4,4,5,3,3,3,5,4,Chicken,Off-Campus,No,Male,Junior,BUSN,1,1,1,1,0,0,0,1,1,448
1 to 2 times,Light user,$5 to $9,1,5,5,5,5,5,3,5,5,5,Mexican,Off-Campus,No,Female,Junior,ARTSC,1,1,1,1,1,0,1,1,1,449
1 to 2 times,Light user,$5 to $9,4,5,2,5,2,2,5,3,4,2,Chicken,On-Campus,Yes,Female,Freshman,ARTSC,1,0,1,0,0,1,0,1,0,450
1 to 2 times,Light user,$5 to $9,3,4,3,3,2,2,5,3,3,2,Other,On-Campus,Yes,Female,Freshman,BUSN,1,0,0,0,0,1,0,0,0,451
0 times,Non-user,Less than $5,7,5,5,5,5,5,4,5,1,2,Mexican,Off-Campus,No,Female,Senior,EDUC,1,1,1,1,1,1,1,0,0,452
3 to 5 times,Heavy User,$10 or more,3,3,5,5,2,4,3,3,5,4,Chicken,Off-Campus,No,Male,Sophomore,ARTSC,0,1,1,0,1,0,0,1,1,453
3 to 5 times,Heavy User,$10 or more,2,4,3,4,2,3,3,4,4,3,Mexican,Off-Campus,No,Male,Junior,ARTSC,1,0,1,0,0,0,1,1,0,454
1 to 2 times,Light user,$10 or more,1,4,5,5,5,5,5,3,4,3,Mexican,Off-Campus,No,Female,Senior,OTH,1,1,1,1,1,1,0,1,0,455
3 to 5 times,Heavy User,$5 to $9,5,4,3,4,3,3,2,4,5,3,Mexican,Off-Campus,No,Female,Junior,ARTSC,1,0,1,0,0,0,1,1,0,456
1 to 2 times,Light user,$5 to $9,2,4,3,5,5,3,3,5,3,5,Sandwiches,Off-Campus,No,Female,Senior,OTH,1,0,1,1,0,0,1,0,1,457
3 to 5 times,Heavy User,$5 to $9,7,2,4,4,4,3,4,2,1,4,Chicken,Off-Campus,No,Female,Junior,BUSN,0,1,1,1,0,1,0,0,1,458
1 to 2 times,Light user,$5 to $9,5,4,3,5,3,4,4,4,4,2,Mexican,Off-Campus,No,Female,Sophomore,EDUC,1,0,1,0,1,1,1,1,0,459
1 to 2 times,Light user,$5 to $9,3,4,2,5,5,4,2,5,4,4,Chicken,Off-Campus,No,Male,Junior,EDUC,1,0,1,1,1,0,1,1,1,460
0 times,Non-user,$5 to $9,5,4,5,4,4,3,4,4,3,3,Other,Off-Campus,No,Female,Junior,ARTSC,1,1,1,1,0,1,1,0,0,461
1 to 2 times,Light user,$5 to $9,1,3,1,3,3,2,3,2,1,2,Chicken,On-Campus,Yes,Female,Junior,OTH,0,0,0,0,0,0,0,0,0,462
0 times,Non-user,$5 to $9,6,4,3,4,5,4,4,5,3,5,Other,Off-Campus,No,Female,Senior,BUSN,1,0,1,1,1,1,1,0,1,463
1 to 2 times,Light user,$10 or more,3,4,3,3,4,3,3,4,4,4,Chicken,Commuter,No,Female,Senior,ARTSC,1,0,0,1,0,0,1,1,1,464
1 to 2 times,Light user,Less than $5,6,4,3,3,4,4,3,4,2,3,Other,On-Campus,Yes,Female,Junior,ARTSC,1,0,0,1,1,0,1,0,0,465
1 to 2 times,Light user,$5 to $9,1,1,2,4,3,2,1,5,1,1,Burgers,Off-Campus,No,Male,Senior,BUSN,0,0,1,0,0,0,1,0,0,466
3 to 5 times,Heavy User,$10 or more,5,3,3,4,4,4,2,5,1,3,Burgers,Off-Campus,No,Female,Senior,ARTSC,0,0,1,1,1,0,1,0,0,467
1 to 2 times,Light user,$5 to $9,5,2,3,4,4,2,3,4,3,2,Chicken,Off-Campus,No,Male,Junior,EDUC,0,0,1,1,0,0,1,0,0,468
1 to 2 times,Light user,$5 to $9,5,5,3,5,4,4,4,5,4,4,Burgers,Off-Campus,No,Female,Senior,EDUC,1,0,1,1,1,1,1,1,1,469
6 to 9 times,Heavy User,$5 to $9,4,5,5,5,5,5,5,5,3,5,Chicken,Off-Campus,No,Male,Sophomore,ARTSC,1,1,1,1,1,1,1,0,1,470
3 to 5 times,Heavy User,$10 or more,4,3,3,4,4,5,3,5,3,4,Mexican,Off-Campus,Yes,Female,Sophomore,EDUC,0,0,1,1,1,0,1,0,1,471
1 to 2 times,Light user,$10 or more,5,5,5,5,5,5,5,5,5,5,Sandwiches,Off-Campus,No,Female,Senior,EDUC,1,1,1,1,1,1,1,1,1,472
3 to 5 times,Heavy User,$10 or more,5,4,5,5,3,4,4,5,4,5,Sandwiches,Off-Campus,No,Male,Junior,ARTSC,1,1,1,0,1,1,1,1,1,473
1 to 2 times,Light user,$5 to $9,6,4,4,4,4,4,3,4,3,4,Burgers,Off-Campus,No,Male,Junior,BUSN,1,1,1,1,1,0,1,0,1,474
0 times,Non-user,Less than $5,7,4,4,4,4,3,4,4,4,4,Chicken,On-Campus,Yes,Female,Sophomore,OTH,1,1,1,1,0,1,1,1,1,475
1 to 2 times,Light user,$5 to $9,4,4,2,4,4,4,2,5,2,2,Chicken,On-Campus,Yes,Female,Freshman,EDUC,1,0,1,1,1,0,1,0,0,476
1 to 2 times,Light user,$5 to $9,1,5,2,3,4,3,2,4,4,4,Burgers,Off-Campus,Yes,Female,Sophomore,EDUC,1,0,0,1,0,0,1,1,1,477
1 to 2 times,Light user,$5 to $9,7,5,4,5,5,5,3,4,4,3,Chicken,Off-Campus,No,Female,Senior,ARTSC,1,1,1,1,1,0,1,1,0,478
3 to 5 times,Heavy User,$5 to $9,1,4,4,5,5,1,5,5,2,4,Mexican,On-Campus,Yes,Female,Sophomore,ARTSC,1,1,1,1,0,1,1,0,1,479
0 times,Non-user,$5 to $9,2,4,2,5,3,5,3,2,5,2,Chicken,On-Campus,Yes,Female,Freshman,ARTSC,1,0,1,0,1,0,0,1,0,480
1 to 2 times,Light user,$5 to $9,4,5,3,4,4,5,3,4,4,5,Mexican,Off-Campus,No,Female,Junior,EDUC,1,0,1,1,1,0,1,1,1,481
1 to 2 times,Light user,$5 to $9,6,4,2,4,4,4,2,4,3,3,Chicken,On-Campus,Yes,Female,Sophomore,EDUC,1,0,1,1,1,0,1,0,0,482
1 to 2 times,Light user,$5 to $9,7,4,4,5,5,5,4,3,3,2,Mexican,Off-Campus,No,Female,Senior,BUSN,1,1,1,1,1,1,0,0,0,483
3 to 5 times,Heavy User,$5 to $9,4,3,3,4,2,3,1,3,4,2,Chicken,On-Campus,Yes,Male,Sophomore,EDUC,0,0,1,0,0,0,0,1,0,484
6 to 9 times,Heavy User,$5 to $9,7,3,4,3,5,3,1,2,1,1,Mexican,Off-Campus,No,Male,Sophomore,OTH,0,1,0,1,0,0,0,0,0,485
1 to 2 times,Light user,$10 or more,5,5,4,4,2,4,3,5,3,4,Chicken,Off-Campus,No,Female,Junior,OTH,1,1,1,0,1,0,1,0,1,486
3 to 5 times,Heavy User,$5 to $9,4,2,4,5,4,3,3,5,3,5,Chicken,Off-Campus,No,Female,Senior,OTH,0,1,1,1,0,0,1,0,1,487
